,text,category,median
3247,"Ese momento incomodo cuando estas tratando de ser muy serio, pero algo te hace reír determiner noun adjective conjunction pronoun verb adposition verb adverb adjective punctuation conjunction pronoun pronoun verb verb",1,3
3248,"-Maestra, ¿el examen va a ser fácil? -Sólo para los que estudiaron - ¡DISCRIMINACIÓN! punctuation noun punctuation punctuation determiner noun verb adposition verb adjective punctuation punctuation adverb adposition determiner pronoun verb punctuation punctuation noun punctuation",1,3
3249,Típico : Ir al baño público. Lavarse las manos. Ponerlas en el secador de manos. Esperar. Esperar. Secarte las manos en los pantalones. noun punctuation verb adposition determiner noun adjective punctuation verb pronoun determiner noun punctuation verb pronoun adposition determiner noun adposition noun punctuation verb punctuation verb punctuation verb pronoun determiner noun adposition determiner noun punctuation,0,0
3250,Es más fácil sonreír que explicar porque estás triste. - Marilyn Monroe. verb adverb adjective verb conjunction verb conjunction verb adjective punctuation punctuation noun punctuation,0,0
3251,-Mi amor estás celosa? -No -Estás celosa? -Te dije que no! -Dame un beso pues -Anda a pedírselo a esa peeerrraa! punctuation determiner noun verb adjective punctuation punctuation adverb punctuation verb adjective punctuation punctuation pronoun verb conjunction adverb punctuation punctuation verb pronoun determiner noun conjunction punctuation verb adposition verb pronoun pronoun adposition determiner noun punctuation,1,2
3252,"RT @PuntoGYM: ""Los líderes tocan el corazón antes de pedir una mano "" John C. Maxwell noun punctuation noun punctuation punctuation determiner noun verb determiner noun adposition verb determiner noun punctuation noun",0,0
3253,"Típico: — Menores de 8 No pagan. — Si yo sé, ella tiene 6. — ¡Mamá! Yo tengo 14! — Cállese Pendeja que USTED TIENE 6! noun punctuation punctuation noun adposition number noun verb punctuation punctuation noun pronoun verb punctuation pronoun verb number punctuation punctuation punctuation noun punctuation pronoun verb number punctuation punctuation noun conjunction noun number punctuation",1,2
3254,"""El 98% de las zorras no viven en los bosques"" punctuation determiner number adposition determiner noun adverb verb adposition determiner noun punctuation",1,1
3255,"No entiendo que a pasado, NUNCA escribi ''Zorra'' adverb verb conjunction adposition verb punctuation noun noun punctuation noun punctuation",1,1
3256,"El Porno es el mejor amigo del hombre, perdón el Porro, perdón el Perro si eso el Perro. determiner noun verb determiner adjective noun adposition determiner noun punctuation noun determiner noun punctuation noun determiner noun conjunction pronoun determiner noun punctuation",1,3
3257,El mejor sentimiento del mundo es ver sonreír a alguien y saber que tú eres el motivo. determiner adjective noun adposition determiner noun verb verb verb adposition pronoun conjunction verb conjunction pronoun verb determiner noun punctuation,0,0
3258,"—Oye ¿Cómo te llamas? —No soy ni el ayer, ni soy el mañana. —¿De que hablas? —Me llamo Eloy punctuation noun punctuation pronoun pronoun noun punctuation punctuation noun verb conjunction determiner adverb punctuation adverb verb determiner noun punctuation punctuation punctuation adposition conjunction noun punctuation punctuation noun verb noun",1,2
3259,"-Te amo -Tranquilo, ya se te va a pasar… punctuation pronoun verb punctuation adjective punctuation adverb pronoun pronoun verb adposition verb punctuation",1,3
3260,De los creadores de ''Donde esta elisa'' llega ''Donde esta ublime'' (Cine 3D y 2D- Enero-16- 1888 adposition determiner noun adposition punctuation pronoun determiner noun punctuation verb punctuation pronoun pronoun verb punctuation punctuation noun number conjunction number punctuation number punctuation number,0,0
3261,"-Profesora, ¿qué significa ""stronger""? -Más fuerte - ¿QUÉ SIGNIFICA ""STRONGER""? -¡Te dije que más fuerte! -Vieja sorda, ¡STRONGER! punctuation noun punctuation punctuation pronoun verb punctuation noun punctuation punctuation punctuation adverb adjective punctuation punctuation noun punctuation noun punctuation punctuation punctuation punctuation pronoun verb conjunction adverb adjective punctuation punctuation adjective noun punctuation punctuation noun punctuation",1,4
3262,"-¿Qué queremos?
-¡Aprender a hablar ingles!
-¿Y cuándo queremos?
-¡RAIT NAU! punctuation punctuation pronoun verb punctuation punctuation punctuation verb adposition verb noun punctuation punctuation punctuation conjunction pronoun verb punctuation punctuation punctuation noun punctuation",1,1
3263,Llega el esposo a su casa: TOC TOC y la esposa dice: —¿Quien es? —Soy el hombre q te hace feliz en la cama! —Pase vecino... está abierto. verb determiner noun adposition determiner noun punctuation noun conjunction determiner noun verb punctuation punctuation punctuation pronoun verb punctuation punctuation noun determiner noun noun pronoun verb adjective adposition determiner noun punctuation punctuation noun adjective punctuation verb verb punctuation,1,2
3264,"Típico: Estudiare a las 9:00 *9:07* Bueno a las 9:10 *9:15* Esta bien a las 9:30 *10:00* Ya es tarde, mejor mañana. noun punctuation verb adposition determiner number number punctuation noun adposition determiner number number punctuation noun adverb adposition determiner number number punctuation noun verb adverb punctuation adverb adverb punctuation",0,0
3265,"Le dije ""mira disimuladamente"" y se fracturó el cuello pronoun verb punctuation verb adverb punctuation conjunction pronoun verb determiner noun",0,0
3266,"—Hazme un favor.
— ¿Cuál?
—Deja de sonreír.
—¿Por qué?
—Porque me estás enamorando.
—Awww ¿Enserio?
—Jajajaja no es cierto, traes un frijol. punctuation noun determiner noun punctuation punctuation punctuation pronoun punctuation punctuation noun adposition verb punctuation punctuation punctuation adposition pronoun punctuation punctuation noun pronoun verb verb punctuation punctuation noun punctuation verb punctuation punctuation noun adverb verb adjective punctuation verb determiner noun punctuation",1,1
3267,"Ley de vida: La novia podrá perdonar al novio, pero las amigas de la novia jamás lo perdonarán. noun adposition noun punctuation determiner noun verb verb adposition determiner noun punctuation conjunction determiner noun adposition determiner noun adverb pronoun verb punctuation",0,0
3268,"Amistad nivel: — Perdón por el desorden. — No importa, mi cuarto está peor. noun noun punctuation punctuation noun adposition determiner noun punctuation punctuation noun verb punctuation determiner noun verb adjective punctuation",0,0
3269,"El ""pero"" es el mejor amigo del hombre y el ""te lo dije"" de la mujer. determiner punctuation conjunction punctuation verb determiner adjective noun adposition determiner noun conjunction determiner punctuation pronoun pronoun verb punctuation adposition determiner noun punctuation",1,4
3270,"-Doctor, ¿se acuerda de mí? Usted me operó y me curó del dedo -Claro que me acuerdo ¡Vengan esos cuatro! punctuation noun punctuation punctuation pronoun verb adposition pronoun punctuation pronoun pronoun verb conjunction pronoun verb adposition determiner noun punctuation adjective pronoun pronoun noun punctuation verb determiner number punctuation",1,4
3271,"—¡Pikachu, yo te elijo! ¡Mata esa hormiga!  —¡Pika pika!  —Por eso pendejo, ¡mátala antes de que nos pique! punctuation punctuation noun punctuation pronoun pronoun verb punctuation punctuation verb determiner noun punctuation punctuation punctuation noun noun punctuation punctuation noun pronoun noun punctuation punctuation verb pronoun adposition pronoun pronoun verb punctuation",1,4
3272,"-Doctor, mi mujer tiene 3 pechos. -¡Ah! Y quiere que le extirpe uno, ¿verdad? -No, que me implante otra mano!   punctuation noun punctuation determiner noun verb number noun punctuation punctuation punctuation interjection punctuation conjunction verb conjunction pronoun verb pronoun punctuation punctuation noun punctuation punctuation adverb punctuation conjunction pronoun verb determiner noun punctuation",1,3
3273,"Odio cuando digo ""Estoy cansado"" y alguien me dice ¿Cansado de qué? PUES NO SÉ IDIOTA, ESTOY CANSADO Y PUNTO. verb conjunction verb punctuation verb verb punctuation conjunction pronoun pronoun verb punctuation verb adposition pronoun punctuation noun punctuation noun punctuation",0,0
3274,"- ¿Queres un chicle? -No, gracias - ¿Y una mentita? –Gracias, pero no - ¿Y UN CEPILLO DE DIENTES? punctuation punctuation noun determiner noun punctuation punctuation adverb punctuation noun punctuation punctuation conjunction determiner noun punctuation punctuation noun punctuation conjunction adverb punctuation punctuation conjunction determiner noun punctuation",1,3
3275,"- ¿Me engañas con otro? -No, con el de siempre. punctuation punctuation pronoun verb adposition pronoun punctuation punctuation adverb punctuation adposition determiner adposition adverb punctuation",1,3
3276,"¡Arriba las manos hijos de ..., esto es un desodorante! punctuation adverb determiner noun noun adposition punctuation punctuation pronoun verb determiner noun punctuation",1,2
3277,Odio que la canción se equivoque cuando estoy cantando verb conjunction determiner noun pronoun verb conjunction verb verb,0,0
3278,"¿Por qué será que cuando el marido dice a la mujer: VETE AL DIABLO, ellas se van con su mamá?  punctuation adposition pronoun verb conjunction conjunction determiner noun verb adposition determiner noun punctuation noun punctuation pronoun pronoun verb adposition determiner noun punctuation",1,2
3279,¿Qué dijo una pierna a otra pierna? De seguro allá arriba andan de fiesta porque ahorita entró un negro con 2 maracas by @leonardo_serna punctuation pronoun verb determiner noun adposition determiner noun punctuation adposition adverb adverb adverb verb adposition noun conjunction adverb verb determiner noun adposition number noun noun punctuation adjective,1,3
3280,Zorra noun,1,1
3281,- ¿Cómo te fue en el examen? -Bien - ¿Vas a aprobar? -No punctuation punctuation pronoun pronoun verb adposition determiner noun punctuation punctuation adverb punctuation punctuation verb adposition verb punctuation punctuation adverb,0,0
